1.503838539123535156e+01,1.508834171295166016e+01,1.582429695129394531e+01,0.000000000000000000e+00,1.343680667877197266e+01,0.000000000000000000e+00,1.435303497314453125e+01,1.485434436798095703e+01,1.501683139801025391e+01,5.470031738281250000e+00,4.640689849853515625e+00,1.172674083709716797e+01,7.636497497558593750e+00,1.140188789367675781e+01,8.985387802124023438e+00,1.199003124237060547e+01,1.251650142669677734e+01,9.546028137207031250e+00,9.421488761901855469e+00,1.654193115234375000e+01,5.283568859100341797e+00,4.382879257202148438e+00,5.213410377502441406e+00,9.696224212646484375e+00,9.396001815795898438e+00,6.160941123962402344e+00,1.193770694732666016e+01,1.187741184234619141e+01,1.394665622711181641e+01,1.272431278228759766e+01,1.652671217918395996e+00,1.696150779724121094e+01,1.079514217376708984e+01,6.845726013183593750e+00,6.691824436187744141e+00,5.478761672973632812e+00,0.000000000000000000e+00,1.030584239959716797e+01,2.015500783920288086e+00,2.083817243576049805e+00,3.225951433181762695e+00,5.529111385345458984e+00,6.739305973052978516e+00,9.898175239562988281e+00,7.074815750122070312e+00,5.886528491973876953e+00,1.131304359436035156e+01,0.000000000000000000e+00
1.354110145568847656e+01,1.351772308349609375e+01,1.446636867523193359e+01,0.000000000000000000e+00,1.186505126953125000e+01,0.000000000000000000e+00,1.256802749633789062e+01,1.349057197570800781e+01,1.347166156768798828e+01,4.864127635955810547e+00,4.078490734100341797e+00,1.058804702758789062e+01,6.445962429046630859e+00,9.949919700622558594e+00,7.902343273162841797e+00,1.054923248291015625e+01,1.106698322296142578e+01,8.416924476623535156e+00,8.251612663269042969e+00,1.525575065612792969e+01,4.182301998138427734e+00,3.363056182861328125e+00,4.266541481018066406e+00,8.839302062988281250e+00,8.974899291992187500e+00,5.594052791595458984e+00,1.052868461608886719e+01,1.050564765930175781e+01,1.255292320251464844e+01,1.125413703918457031e+01,1.519145250320434570e+00,1.537913417816162109e+01,9.538311004638671875e+00,6.199615955352783203e+00,5.676481246948242188e+00,4.412627696990966797e+00,0.000000000000000000e+00,9.103842735290527344e+00,1.393460392951965332e+00,1.285549521446228027e+00,2.260076999664306641e+00,4.125702857971191406e+00,6.126712322235107422e+00,8.471261024475097656e+00,5.967154502868652344e+00,4.609526634216308594e+00,9.904903411865234375e+00,0.000000000000000000e+00
1.378150558471679688e+01,1.377004909515380859e+01,1.519657516479492188e+01,0.000000000000000000e+00,1.174058151245117188e+01,0.000000000000000000e+00,1.258921241760253906e+01,1.372782516479492188e+01,1.381227493286132812e+01,4.789733886718750000e+00,4.065672874450683594e+00,1.107396507263183594e+01,5.894928932189941406e+00,9.628244400024414062e+00,7.614243030548095703e+00,1.039364337921142578e+01,1.115086269378662109e+01,8.140160560607910156e+00,7.875342369079589844e+00,1.598307228088378906e+01,3.311852693557739258e+00,2.657805204391479492e+00,3.716359615325927734e+00,9.163125991821289062e+00,9.968778610229492188e+00,5.596807956695556641e+00,1.043416023254394531e+01,1.036353874206542969e+01,1.268611431121826172e+01,1.104643535614013672e+01,1.722100734710693359e+00,1.619224357604980469e+01,9.624810218811035156e+00,6.251333713531494141e+00,5.218957424163818359e+00,3.488474369049072266e+00,0.000000000000000000e+00,8.936839103698730469e+00,4.649280607700347900e-01,4.748243689537048340e-01,1.421030640602111816e+00,3.006887912750244141e+00,6.348862648010253906e+00,8.088900566101074219e+00,5.332433223724365234e+00,3.657790899276733398e+00,9.514615058898925781e+00,0.000000000000000000e+00
1.377592849731445312e+01,1.367327499389648438e+01,1.483093166351318359e+01,0.000000000000000000e+00,1.186168193817138672e+01,0.000000000000000000e+00,1.268089008331298828e+01,1.363860893249511719e+01,1.372115612030029297e+01,4.790195465087890625e+00,4.076273918151855469e+00,1.084010219573974609e+01,6.234723091125488281e+00,9.852619171142578125e+00,7.841133594512939453e+00,1.056643390655517578e+01,1.116937351226806641e+01,8.315354347229003906e+00,8.103732109069824219e+00,1.569475364685058594e+01,3.848968267440795898e+00,3.047346115112304688e+00,4.061375617980957031e+00,9.056962966918945312e+00,9.446333885192871094e+00,5.625084877014160156e+00,1.057682323455810547e+01,1.050196647644042969e+01,1.263531780242919922e+01,1.131295680999755859e+01,1.587563157081604004e+00,1.582810115814208984e+01,9.665907859802246094e+00,6.265707492828369141e+00,5.508926391601562500e+00,4.012900829315185547e+00,0.000000000000000000e+00,9.036470413208007812e+00,9.507397413253784180e-01,9.716598391532897949e-01,1.946658730506896973e+00,3.684855222702026367e+00,6.229437828063964844e+00,8.344142913818359375e+00,5.672705650329589844e+00,4.209454059600830078e+00,9.765708923339843750e+00,0.000000000000000000e+00
1.417273044586181641e+01,1.413164138793945312e+01,1.545750713348388672e+01,0.000000000000000000e+00,1.217410659790039062e+01,0.000000000000000000e+00,1.300030040740966797e+01,1.411777877807617188e+01,1.411388015747070312e+01,4.854855537414550781e+00,4.099627017974853516e+00,1.111318111419677734e+01,6.400142192840576172e+00,1.015851306915283203e+01,8.063199043273925781e+00,1.087942123413085938e+01,1.150600337982177734e+01,8.488844871520996094e+00,8.383209228515625000e+00,1.615820121765136719e+01,3.993335247039794922e+00,3.108693361282348633e+00,4.150481700897216797e+00,9.288297653198242188e+00,9.733357429504394531e+00,5.726538658142089844e+00,1.083048248291015625e+01,1.080834388732910156e+01,1.306063270568847656e+01,1.159493160247802734e+01,1.718674421310424805e+00,1.635759735107421875e+01,9.902212142944335938e+00,6.368580341339111328e+00,5.667013645172119141e+00,4.090702533721923828e+00,0.000000000000000000e+00,9.218523025512695312e+00,1.028779864311218262e+00,8.348046541213989258e-01,1.961145877838134766e+00,3.579758882522583008e+00,6.436295986175537109e+00,8.523372650146484375e+00,5.829810142517089844e+00,4.276965141296386719e+00,9.977211952209472656e+00,0.000000000000000000e+00
1.479994010925292969e+01,1.471358299255371094e+01,1.574144363403320312e+01,0.000000000000000000e+00,1.293510437011718750e+01,0.000000000000000000e+00,1.364065456390380859e+01,1.463679981231689453e+01,1.468352222442626953e+01,5.176373958587646484e+00,4.365304470062255859e+00,1.156905746459960938e+01,6.995271205902099609e+00,1.075538825988769531e+01,8.517029762268066406e+00,1.147078609466552734e+01,1.209115219116210938e+01,9.063743591308593750e+00,8.849691390991210938e+00,1.661987495422363281e+01,4.543174266815185547e+00,3.547138690948486328e+00,4.568225860595703125e+00,9.565915107727050781e+00,9.717697143554687500e+00,5.952967166900634766e+00,1.139895534515380859e+01,1.138327980041503906e+01,1.364192485809326172e+01,1.218333339691162109e+01,1.735013604164123535e+00,1.688096046447753906e+01,1.038128852844238281e+01,6.675160408020019531e+00,6.141945838928222656e+00,4.611274719238281250e+00,0.000000000000000000e+00,9.774571418762207031e+00,1.353763818740844727e+00,1.331353425979614258e+00,2.381351470947265625e+00,4.343630313873291016e+00,6.586976051330566406e+00,9.126461982727050781e+00,6.370932579040527344e+00,4.898929595947265625e+00,1.068187141418457031e+01,0.000000000000000000e+00
1.481290912628173828e+01,1.484242153167724609e+01,1.562285041809082031e+01,0.000000000000000000e+00,1.317103862762451172e+01,0.000000000000000000e+00,1.403955459594726562e+01,1.485252761840820312e+01,1.475814533233642578e+01,5.316735744476318359e+00,4.446955680847167969e+00,1.159450054168701172e+01,7.357970714569091797e+00,1.114204216003417969e+01,8.834579467773437500e+00,1.186688137054443359e+01,1.237713718414306641e+01,9.402513504028320312e+00,9.250123023986816406e+00,1.652363586425781250e+01,5.178657054901123047e+00,4.105223655700683594e+00,5.080028533935546875e+00,9.553937911987304688e+00,9.343666076660156250e+00,6.061479568481445312e+00,1.171105670928955078e+01,1.170550060272216797e+01,1.380276012420654297e+01,1.248183536529541016e+01,1.628582835197448730e+00,1.677885246276855469e+01,1.070174503326416016e+01,6.752993583679199219e+00,6.503745555877685547e+00,5.207676887512207031e+00,0.000000000000000000e+00,1.010022354125976562e+01,1.889093875885009766e+00,1.848995447158813477e+00,3.024788856506347656e+00,5.065737724304199219e+00,6.688553810119628906e+00,9.614500999450683594e+00,6.906516075134277344e+00,5.586547851562500000e+00,1.111100482940673828e+01,0.000000000000000000e+00
1.435507678985595703e+01,1.436097526550292969e+01,1.541701698303222656e+01,0.000000000000000000e+00,1.253960990905761719e+01,0.000000000000000000e+00,1.332428359985351562e+01,1.434773731231689453e+01,1.430403614044189453e+01,5.083299636840820312e+00,4.264322757720947266e+00,1.123599243164062500e+01,6.820471286773681641e+00,1.050345897674560547e+01,8.381956100463867188e+00,1.121481609344482422e+01,1.175557994842529297e+01,8.904121398925781250e+00,8.756867408752441406e+00,1.623916435241699219e+01,4.395721912384033203e+00,3.618718862533569336e+00,4.562237739562988281e+00,9.323873519897460938e+00,9.584279060363769531e+00,5.932622432708740234e+00,1.115312767028808594e+01,1.113791179656982422e+01,1.324918937683105469e+01,1.182878684997558594e+01,1.678351640701293945e+00,1.639499473571777344e+01,1.012618637084960938e+01,6.532675743103027344e+00,6.002251625061035156e+00,4.556125164031982422e+00,0.000000000000000000e+00,9.627496719360351562e+00,1.485237121582031250e+00,1.371969103813171387e+00,2.342535972595214844e+00,4.351292133331298828e+00,6.471705913543701172e+00,9.018409729003906250e+00,6.316361904144287109e+00,4.779746532440185547e+00,1.045037841796875000e+01,0.000000000000000000e+00
1.396350097656250000e+01,1.409177398681640625e+01,1.512195587158203125e+01,0.000000000000000000e+00,1.233991527557373047e+01,0.000000000000000000e+00,1.310585880279541016e+01,1.401868438720703125e+01,1.409373569488525391e+01,4.938869476318359375e+00,4.273507118225097656e+00,1.105702114105224609e+01,6.625623703002929688e+00,1.035924339294433594e+01,8.123167991638183594e+00,1.099225902557373047e+01,1.157234287261962891e+01,8.671566009521484375e+00,8.529574394226074219e+00,1.582278537750244141e+01,4.213632583618164062e+00,3.512838363647460938e+00,4.415491580963134766e+00,9.148124694824218750e+00,9.358911514282226562e+00,5.767683029174804688e+00,1.094466686248779297e+01,1.093632030487060547e+01,1.298513889312744141e+01,1.160511779785156250e+01,1.622779965400695801e+00,1.603431701660156250e+01,1.002515983581542969e+01,6.349394321441650391e+00,5.861749649047851562e+00,4.522200584411621094e+00,0.000000000000000000e+00,9.396387100219726562e+00,1.323923110961914062e+00,1.357271432876586914e+00,2.380635499954223633e+00,4.322351932525634766e+00,6.349347591400146484e+00,8.862962722778320312e+00,6.151864051818847656e+00,4.774423599243164062e+00,1.015327358245849609e+01,0.000000000000000000e+00
1.378281497955322266e+01,1.390457534790039062e+01,1.501090145111083984e+01,0.000000000000000000e+00,1.209406852722167969e+01,0.000000000000000000e+00,1.281606578826904297e+01,1.386026954650878906e+01,1.389901447296142578e+01,4.899875640869140625e+00,4.163391590118408203e+00,1.092619609832763672e+01,6.397784233093261719e+00,1.008199214935302734e+01,8.011251449584960938e+00,1.074685478210449219e+01,1.130466938018798828e+01,8.468606948852539062e+00,8.362819671630859375e+00,1.571894931793212891e+01,4.053217887878417969e+00,3.273289203643798828e+00,4.207917213439941406e+00,9.154217720031738281e+00,9.392901420593261719e+00,5.736707687377929688e+00,1.072263145446777344e+01,1.073976612091064453e+01,1.281743526458740234e+01,1.142636203765869141e+01,1.639785647392272949e+00,1.590120983123779297e+01,9.821391105651855469e+00,6.323068141937255859e+00,5.707828998565673828e+00,4.260556221008300781e+00,0.000000000000000000e+00,9.197369575500488281e+00,1.217542529106140137e+00,1.119325518608093262e+00,2.129676103591918945e+00,3.883356571197509766e+00,6.278996944427490234e+00,8.578599929809570312e+00,5.877740859985351562e+00,4.486153125762939453e+00,9.975596427917480469e+00,0.000000000000000000e+00
